Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 09:30:00-05:00,136.39999389648438,138.3699951171875,134.6300048828125,136.97999572753906,57155225,0.0,0.0
2025-01-02 10:30:00-05:00,136.97999572753906,138.07000732421875,136.41000366210938,137.92129516601562,22385014,0.0,0.0
2025-01-02 11:30:00-05:00,137.9199981689453,138.8800048828125,136.9114990234375,137.00999450683594,22996889,0.0,0.0
2025-01-02 12:30:00-05:00,137.0,137.00970458984375,135.16000366210938,136.36990356445312,23813747,0.0,0.0
2025-01-02 13:30:00-05:00,136.35499572753906,137.36000061035156,135.52999877929688,137.3022003173828,15287714,0.0,0.0
2025-01-02 14:30:00-05:00,137.2899932861328,138.0399932861328,136.64999389648438,137.9149932861328,16465639,0.0,0.0
2025-01-02 15:30:00-05:00,137.92999267578125,138.62600708007812,137.30999755859375,138.27999877929688,14882303,0.0,0.0
2025-01-03 09:30:00-05:00,140.02000427246094,144.2198944091797,139.77000427246094,143.11270141601562,79451070,0.0,0.0
2025-01-03 10:30:00-05:00,143.1199951171875,143.72000122070312,142.75289916992188,143.46009826660156,27317067,0.0,0.0
2025-01-03 11:30:00-05:00,143.47000122070312,144.1300048828125,143.1800994873047,143.6802978515625,19087152,0.0,0.0
2025-01-03 12:30:00-05:00,143.69000244140625,144.74000549316406,143.63999938964844,144.49530029296875,20329289,0.0,0.0
2025-01-03 13:30:00-05:00,144.5,144.89999389648438,143.82000732421875,144.37100219726562,19539730,0.0,0.0
2025-01-03 14:30:00-05:00,144.3699951171875,144.5500030517578,144.0399932861328,144.32000732421875,15989401,0.0,0.0
2025-01-03 15:30:00-05:00,144.3000030517578,144.72000122070312,144.05999755859375,144.58999633789062,17801822,0.0,0.0
2025-01-06 09:30:00-05:00,148.5601043701172,151.6999969482422,148.10499572753906,151.5312042236328,91209338,0.0,0.0
2025-01-06 10:30:00-05:00,151.52000427246094,152.156005859375,151.03500366210938,151.8887939453125,34157939,0.0,0.0
2025-01-06 11:30:00-05:00,151.8800048828125,151.91859436035156,150.88999938964844,151.3096923828125,21844568,0.0,0.0
2025-01-06 12:30:00-05:00,151.30189514160156,151.85000610351562,150.80999755859375,151.6750030517578,19322484,0.0,0.0
2025-01-06 13:30:00-05:00,151.66879272460938,151.83889770507812,149.66000366210938,150.2949981689453,23113785,0.0,0.0
2025-01-06 14:30:00-05:00,150.3000030517578,150.6199951171875,149.3699951171875,150.52499389648438,18639381,0.0,0.0
2025-01-06 15:30:00-05:00,150.52000427246094,150.8300018310547,148.2550048828125,149.51010131835938,25098803,0.0,0.0
2025-01-07 09:30:00-05:00,152.1999969482422,152.36000061035156,143.73440551757812,143.7899932861328,115634781,0.0,0.0
2025-01-07 10:30:00-05:00,142.9199981689453,143.1300048828125,140.44000244140625,142.76669311523438,80981326,0.0,0.0
2025-01-07 11:30:00-05:00,142.75999450683594,149.42999267578125,141.1199951171875,141.4290008544922,32583750,0.0,0.0
2025-01-07 12:30:00-05:00,141.42999267578125,143.4499969482422,141.30999755859375,143.11500549316406,23029395,0.0,0.0
2025-01-07 13:30:00-05:00,143.11000061035156,143.1699981689453,141.39999389648438,141.64010620117188,18605910,0.0,0.0
2025-01-07 14:30:00-05:00,141.64500427246094,141.66000366210938,140.44000244140625,140.60499572753906,24935062,0.0,0.0
2025-01-07 15:30:00-05:00,140.61000061035156,141.3000030517578,140.00999450683594,140.1199951171875,25410017,0.0,0.0
2025-01-08 09:30:00-05:00,142.66000366210938,143.9499969482422,139.4300994873047,140.58999633789062,79113578,0.0,0.0
2025-01-08 10:30:00-05:00,140.5800018310547,141.5,139.42999267578125,140.031005859375,27638578,0.0,0.0
2025-01-08 11:30:00-05:00,140.0399932861328,140.85000610351562,138.02999877929688,138.1298065185547,21229554,0.0,0.0
2025-01-08 12:30:00-05:00,138.13999938964844,140.85000610351562,137.88999938964844,140.6199951171875,22854066,0.0,0.0
2025-01-08 13:30:00-05:00,140.6199951171875,141.02000427246094,139.57000732421875,140.7100067138672,21783866,0.0,0.0
