Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 09:30:00-05:00,389.6899108886719,391.17999267578125,373.4100036621094,380.33660888671875,42082406,0.0,0.0
2025-01-02 10:30:00-05:00,380.2699890136719,382.7239990234375,376.25,382.5249938964844,15683322,0.0,0.0
2025-01-02 11:30:00-05:00,382.489990234375,386.1499938964844,378.3500061035156,378.67999267578125,9901739,0.0,0.0
2025-01-02 12:30:00-05:00,378.6752014160156,379.05999755859375,373.04998779296875,377.7099914550781,12269777,0.0,0.0
2025-01-02 13:30:00-05:00,377.6199951171875,380.32989501953125,374.8699951171875,377.227294921875,8053698,0.0,0.0
2025-01-02 14:30:00-05:00,377.3399963378906,380.1400146484375,375.989990234375,379.55499267578125,6878141,0.0,0.0
2025-01-02 15:30:00-05:00,379.614990234375,381.2432861328125,376.8800048828125,379.0299987792969,7378899,0.0,0.0
2025-01-03 09:30:00-05:00,381.6549987792969,389.95001220703125,379.45001220703125,384.7817077636719,24376852,0.0,0.0
2025-01-03 10:30:00-05:00,384.8399963378906,396.25,383.4700012207031,396.0,12176792,0.0,0.0
2025-01-03 11:30:00-05:00,395.8999938964844,396.94970703125,393.3299865722656,393.934814453125,9628204,0.0,0.0
2025-01-03 12:30:00-05:00,394.0,399.7699890136719,393.8299865722656,398.9849853515625,7634438,0.0,0.0
2025-01-03 13:30:00-05:00,398.9200134277344,406.5400085449219,397.7300109863281,404.8699951171875,12242793,0.0,0.0
2025-01-03 14:30:00-05:00,404.9599914550781,409.69000244140625,403.8999938964844,408.6300048828125,10659058,0.0,0.0
2025-01-03 15:30:00-05:00,408.55999755859375,411.8799133300781,407.92010498046875,410.7699890136719,8961596,0.0,0.0
2025-01-06 09:30:00-05:00,422.04998779296875,426.42999267578125,411.2001037597656,416.3399963378906,30530722,0.0,0.0
2025-01-06 10:30:00-05:00,416.4800109863281,418.1300048828125,407.95001220703125,411.1000061035156,12232787,0.0,0.0
2025-01-06 11:30:00-05:00,411.07501220703125,411.7398986816406,406.8800048828125,409.2200012207031,9043377,0.0,0.0
2025-01-06 12:30:00-05:00,409.2950134277344,410.9200134277344,405.16778564453125,406.6499938964844,6524079,0.0,0.0
2025-01-06 13:30:00-05:00,406.6639099121094,407.1199951171875,401.70001220703125,404.05999755859375,8214105,0.0,0.0
2025-01-06 14:30:00-05:00,403.96099853515625,407.9198913574219,402.1199951171875,407.5,6809279,0.0,0.0
2025-01-06 15:30:00-05:00,407.5299987792969,411.3699951171875,403.67120361328125,411.04998779296875,8253417,0.0,0.0
2025-01-07 09:30:00-05:00,405.80999755859375,414.3299865722656,395.3800048828125,397.4100036621094,25285355,0.0,0.0
2025-01-07 10:30:00-05:00,393.9100036621094,400.0899963378906,391.20001220703125,398.79998779296875,13628310,0.0,0.0
2025-01-07 11:30:00-05:00,398.6300048828125,411.04998779296875,392.6499938964844,394.2200012207031,6701324,0.0,0.0
2025-01-07 12:30:00-05:00,394.17999267578125,398.95001220703125,392.9100036621094,398.4800109863281,5324015,0.0,0.0
2025-01-07 13:30:00-05:00,398.42291259765625,398.7398986816406,392.7200012207031,393.7099914550781,4972332,0.0,0.0
2025-01-07 14:30:00-05:00,393.6549987792969,394.6600036621094,390.7099914550781,391.07000732421875,6227239,0.0,0.0
2025-01-07 15:30:00-05:00,391.1600036621094,394.6199951171875,390.010009765625,394.5899963378906,7248405,0.0,0.0
2025-01-08 09:30:00-05:00,393.04998779296875,402.4999084472656,391.4100036621094,395.2200012207031,23220693,0.0,0.0
2025-01-08 10:30:00-05:00,395.2200012207031,398.46099853515625,392.989990234375,394.3399963378906,8752129,0.0,0.0
2025-01-08 11:30:00-05:00,394.3399963378906,397.2699890136719,388.2099914550781,388.4700012207031,8024446,0.0,0.0
2025-01-08 12:30:00-05:00,388.5199890136719,399.6098937988281,387.4292907714844,398.7130126953125,9075245,0.0,0.0
2025-01-08 13:30:00-05:00,398.7831115722656,400.5158996582031,394.04998779296875,399.635986328125,7331717,0.0,0.0
2025-01-08 14:30:00-05:00,399.5400085449219,399.5400085449219,394.55999755859375,396.2850036621094,5651230,0.0,0.0
2025-01-08 15:30:00-05:00,396.2699890136719,397.8900146484375,394.5,395.0,5044424,0.0,0.0
