Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 09:30:00-05:00,19401.283203125,19517.662109375,19270.36328125,19385.345703125,0,0.0,0.0
2025-01-02 10:30:00-05:00,19381.18359375,19412.755859375,19301.451171875,19385.283203125,1262783000,0.0,0.0
2025-01-02 11:30:00-05:00,19382.21484375,19442.91015625,19260.47265625,19265.3203125,901877000,0.0,0.0
2025-01-02 12:30:00-05:00,19258.2890625,19258.2890625,19117.5859375,19180.048828125,818590000,0.0,0.0
2025-01-02 13:30:00-05:00,19175.80859375,19227.89453125,19119.48828125,19219.01171875,579185000,0.0,0.0
2025-01-02 14:30:00-05:00,19211.50390625,19274.232421875,19177.3671875,19263.255859375,655993000,0.0,0.0
2025-01-02 15:30:00-05:00,19269.533203125,19292.46484375,19234.11328125,19280.75390625,539674000,0.0,0.0
2025-01-03 09:30:00-05:00,19399.775390625,19524.28515625,19380.359375,19438.291015625,0,0.0,0.0
2025-01-03 10:30:00-05:00,19429.568359375,19511.630859375,19411.232421875,19511.630859375,1007512000,0.0,0.0
2025-01-03 11:30:00-05:00,19512.8125,19566.990234375,19509.888671875,19532.607421875,809462000,0.0,0.0
2025-01-03 12:30:00-05:00,19533.109375,19585.716796875,19528.220703125,19585.716796875,678861000,0.0,0.0
2025-01-03 13:30:00-05:00,19584.47265625,19624.462890625,19579.982421875,19616.470703125,691365000,0.0,0.0
2025-01-03 14:30:00-05:00,19614.765625,19638.58984375,19593.416015625,19613.802734375,722518000,0.0,0.0
2025-01-03 15:30:00-05:00,19609.65234375,19629.826171875,19581.779296875,19626.18359375,663641000,0.0,0.0
2025-01-06 09:30:00-05:00,19851.38671875,19986.427734375,19839.60546875,19979.70703125,0,0.0,0.0
2025-01-06 10:30:00-05:00,19982.251953125,20007.30859375,19953.193359375,19997.7109375,1253548000,0.0,0.0
2025-01-06 11:30:00-05:00,19997.931640625,19997.931640625,19938.998046875,19949.12109375,807066000,0.0,0.0
2025-01-06 12:30:00-05:00,19945.90234375,19956.849609375,19878.517578125,19912.546875,752913000,0.0,0.0
2025-01-06 13:30:00-05:00,19913.0546875,19916.146484375,19814.107421875,19842.51953125,1021219000,0.0,0.0
2025-01-06 14:30:00-05:00,19842.3359375,19852.619140625,19784.994140625,19850.96875,736460000,0.0,0.0
2025-01-06 15:30:00-05:00,19851.099609375,19867.810546875,19798.9609375,19867.810546875,833382000,0.0,0.0
2025-01-07 09:30:00-05:00,19940.212890625,19940.212890625,19662.822265625,19719.884765625,0,0.0,0.0
2025-01-07 10:30:00-05:00,19656.333984375,19686.322265625,19531.470703125,19677.1484375,2172585000,0.0,0.0
2025-01-07 11:30:00-05:00,19675.236328125,19676.7734375,19546.2421875,19558.962890625,1591623000,0.0,0.0
2025-01-07 12:30:00-05:00,19558.30078125,19644.337890625,19524.830078125,19635.013671875,935988000,0.0,0.0
2025-01-07 13:30:00-05:00,19633.486328125,19634.06640625,19563.740234375,19582.4609375,865151000,0.0,0.0
2025-01-07 14:30:00-05:00,19580.51171875,19582.044921875,19459.82421875,19463.37109375,856451000,0.0,0.0
2025-01-07 15:30:00-05:00,19472.150390625,19500.396484375,19421.1328125,19493.685546875,702677000,0.0,0.0
2025-01-08 09:30:00-05:00,19461.123046875,19532.05859375,19377.71875,19422.357421875,0,0.0,0.0
2025-01-08 10:30:00-05:00,19421.16015625,19486.513671875,19413.4609375,19448.033203125,1159327000,0.0,0.0
2025-01-08 11:30:00-05:00,19448.783203125,19524.18359375,19320.25,19324.322265625,764177000,0.0,0.0
2025-01-08 12:30:00-05:00,19326.419921875,19516.28515625,19309.53125,19502.951171875,686695000,0.0,0.0
2025-01-08 13:30:00-05:00,19501.416015625,19544.50390625,19413.9921875,19534.0078125,603330000,0.0,0.0
2025-01-08 14:30:00-05:00,19531.892578125,19531.892578125,19430.642578125,19467.30078125,591182000,0.0,0.0
2025-01-08 15:30:00-05:00,19467.369140625,19491.08203125,19435.130859375,19475.853515625,590983000,0.0,0.0
2025-01-10 09:30:00-05:00,19310.724609375,19310.724609375,19024.791015625,19169.580078125,0,0.0,0.0
2025-01-10 10:30:00-05:00,19171.744140625,19257.3984375,19080.140625,19087.169921875,1220834000,0.0,0.0
2025-01-10 11:30:00-05:00,19083.509765625,19134.810546875,19046.859375,19113.447265625,725193000,0.0,0.0
2025-01-10 12:30:00-05:00,19112.91796875,19270.755859375,19110.458984375,19251.208984375,641235000,0.0,0.0
2025-01-10 13:30:00-05:00,19255.40625,19302.029296875,19193.85546875,19236.2734375,624578000,0.0,0.0
2025-01-10 14:30:00-05:00,19235.55078125,19235.55078125,19150.08984375,19155.986328125,603613000,0.0,0.0
2025-01-10 15:30:00-05:00,19152.625,19186.724609375,19134.109375,19159.65625,563637000,0.0,0.0
2025-01-13 09:30:00-05:00,18897.78125,18979.359375,18832.7734375,18859.01953125,0,0.0,0.0
2025-01-13 10:30:00-05:00,18862.4609375,19002.08203125,18859.1796875,18894.080078125,953975000,0.0,0.0
2025-01-13 11:30:00-05:00,18892.66015625,18985.41796875,18853.080078125,18974.509765625,714984000,0.0,0.0
2025-01-13 12:30:00-05:00,18968.603515625,19021.388671875,18948.8125,19014.2890625,530662000,0.0,0.0
2025-01-13 13:30:00-05:00,19016.341796875,19031.646484375,18973.390625,19020.38671875,490963000,0.0,0.0
2025-01-13 14:30:00-05:00,19017.439453125,19050.84765625,19001.63671875,19016.77734375,563108000,0.0,0.0
2025-01-13 15:30:00-05:00,19017.404296875,19099.88671875,19010.423828125,19087.81640625,592170000,0.0,0.0
2025-01-14 09:30:00-05:00,19218.408203125,19273.13671875,19126.986328125,19162.009765625,0,0.0,0.0
2025-01-14 10:30:00-05:00,19165.111328125,19169.966796875,19034.125,19059.068359375,947577000,0.0,0.0
2025-01-14 11:30:00-05:00,19055.607421875,19070.501953125,18963.197265625,19000.16796875,672985000,0.0,0.0
2025-01-14 12:30:00-05:00,19000.171875,19082.70703125,18947.80078125,19078.525390625,502520000,0.0,0.0
2025-01-14 13:30:00-05:00,19075.66015625,19142.240234375,19069.787109375,19115.41015625,513430000,0.0,0.0
2025-01-14 14:30:00-05:00,19115.87109375,19134.0,18926.6015625,18976.466796875,610213000,0.0,0.0
2025-01-14 15:30:00-05:00,18985.25390625,19046.04296875,18942.275390625,19046.04296875,529227000,0.0,0.0
2025-01-15 09:30:00-05:00,19354.0390625,19496.001953125,19299.990234375,19482.541015625,0,0.0,0.0
2025-01-15 10:30:00-05:00,19484.802734375,19487.61328125,19420.224609375,19431.103515625,932047000,0.0,0.0
2025-01-15 11:30:00-05:00,19425.625,19428.814453125,19360.392578125,19427.048828125,712456000,0.0,0.0
2025-01-15 12:30:00-05:00,19426.791015625,19480.3515625,19422.361328125,19480.3515625,538906000,0.0,0.0
2025-01-15 13:30:00-05:00,19480.54296875,19512.345703125,19464.037109375,19511.345703125,481664000,0.0,0.0
2025-01-15 14:30:00-05:00,19511.62109375,19548.685546875,19503.466796875,19536.09765625,553709000,0.0,0.0
2025-01-15 15:30:00-05:00,19534.494140625,19544.625,19502.509765625,19508.494140625,562227000,0.0,0.0
2025-01-16 09:30:00-05:00,19573.166015625,19576.4296875,19436.244140625,19462.93359375,0,0.0,0.0
2025-01-16 10:30:00-05:00,19464.341796875,19538.5234375,19429.294921875,19475.12109375,975543000,0.0,0.0
2025-01-16 11:30:00-05:00,19475.126953125,19485.70703125,19398.33203125,19479.806640625,607937000,0.0,0.0
2025-01-16 12:30:00-05:00,19478.09765625,19480.248046875,19405.314453125,19406.8828125,487349000,0.0,0.0
2025-01-16 13:30:00-05:00,19404.125,19423.201171875,19344.833984375,19419.08984375,498682000,0.0,0.0
2025-01-16 14:30:00-05:00,19420.396484375,19465.77734375,19400.451171875,19412.29296875,479693000,0.0,0.0
2025-01-16 15:30:00-05:00,19410.7421875,19425.37890625,19335.759765625,19336.990234375,522555000,0.0,0.0
2025-01-17 09:30:00-05:00,19655.814453125,19661.376953125,19543.92578125,19581.189453125,1813055141,0.0,0.0
2025-01-17 10:30:00-05:00,19586.025390625,19679.29296875,19576.443359375,19672.93359375,940629000,0.0,0.0
2025-01-17 11:30:00-05:00,19673.806640625,19677.58203125,19616.431640625,19670.17578125,898980000,0.0,0.0
2025-01-17 12:30:00-05:00,19669.876953125,19709.5390625,19654.94140625,19693.25390625,612449000,0.0,0.0
2025-01-17 13:30:00-05:00,19693.4375,19694.796875,19648.685546875,19666.97265625,671801000,0.0,0.0
2025-01-17 14:30:00-05:00,19667.98828125,19674.845703125,19626.3125,19634.005859375,675855000,0.0,0.0
2025-01-17 15:30:00-05:00,19632.86328125,19667.73046875,19618.361328125,19632.396484375,559615000,0.0,0.0
2025-01-21 09:30:00-05:00,19735.72265625,19735.72265625,19558.111328125,19661.37890625,0,0.0,0.0
2025-01-21 10:30:00-05:00,19659.791015625,19679.560546875,19620.3203125,19655.615234375,985123000,0.0,0.0
2025-01-21 11:30:00-05:00,19655.453125,19719.380859375,19635.240234375,19715.126953125,699374000,0.0,0.0
2025-01-21 12:30:00-05:00,19715.099609375,19789.177734375,19714.62109375,19771.072265625,692653000,0.0,0.0
2025-01-21 13:30:00-05:00,19771.537109375,19782.458984375,19736.947265625,19767.0859375,595539000,0.0,0.0
2025-01-21 14:30:00-05:00,19767.291015625,19775.927734375,19729.017578125,19773.845703125,579847000,0.0,0.0
2025-01-21 15:30:00-05:00,19773.552734375,19784.109375,19737.375,19751.140625,563260000,0.0,0.0
2025-01-22 09:30:00-05:00,19909.43359375,20023.349609375,19908.41015625,20002.94140625,0,0.0,0.0
2025-01-22 10:30:00-05:00,19999.396484375,20030.84375,19979.716796875,20029.818359375,942774000,0.0,0.0
2025-01-22 11:30:00-05:00,20030.0078125,20068.517578125,20025.125,20053.625,651698000,0.0,0.0
2025-01-22 12:30:00-05:00,20053.240234375,20056.1328125,20002.83203125,20006.3359375,578144000,0.0,0.0
2025-01-22 13:30:00-05:00,20007.16015625,20038.27734375,20003.974609375,20013.724609375,523218000,0.0,0.0
2025-01-22 14:30:00-05:00,20013.75390625,20036.62109375,20005.849609375,20011.609375,565580000,0.0,0.0
2025-01-22 15:30:00-05:00,20011.21484375,20028.0625,19986.650390625,20006.248046875,514681000,0.0,0.0
2025-01-23 09:30:00-05:00,19911.24609375,19943.916015625,19893.466796875,19930.119140625,0,0.0,0.0
2025-01-23 10:30:00-05:00,19932.16796875,19974.384765625,19921.328125,19974.384765625,873517000,0.0,0.0
2025-01-23 11:30:00-05:00,19973.837890625,19994.099609375,19941.64453125,19945.900390625,574260000,0.0,0.0
2025-01-23 12:30:00-05:00,19945.15625,19989.09375,19924.818359375,19974.201171875,503192000,0.0,0.0
2025-01-23 13:30:00-05:00,19975.060546875,19995.07421875,19936.341796875,19956.9921875,611728000,0.0,0.0
2025-01-23 14:30:00-05:00,19957.751953125,19992.5,19957.67578125,19985.908203125,747248000,0.0,0.0
2025-01-23 15:30:00-05:00,19983.521484375,20051.228515625,19969.95703125,20051.228515625,540865000,0.0,0.0
2025-01-24 09:30:00-05:00,20085.634765625,20118.31640625,20023.947265625,20029.572265625,0,0.0,0.0
2025-01-24 10:30:00-05:00,20029.185546875,20050.9921875,20008.865234375,20046.6875,1128607000,0.0,0.0
2025-01-24 11:30:00-05:00,20048.72265625,20073.099609375,20015.400390625,20019.119140625,812839000,0.0,0.0
2025-01-24 12:30:00-05:00,20019.50390625,20027.634765625,19955.51171875,19981.57421875,622765000,0.0,0.0
2025-01-24 13:30:00-05:00,19981.693359375,19988.81640625,19897.392578125,19923.787109375,608512000,0.0,0.0
2025-01-24 14:30:00-05:00,19923.146484375,19945.03125,19903.9453125,19907.986328125,590121000,0.0,0.0
2025-01-24 15:30:00-05:00,19911.107421875,19961.474609375,19908.068359375,19953.626953125,530740000,0.0,0.0
2025-01-27 09:30:00-05:00,19240.57421875,19458.31640625,19240.57421875,19458.31640625,0,0.0,0.0
2025-01-27 10:30:00-05:00,19451.193359375,19513.3671875,19299.689453125,19308.7265625,1183464000,0.0,0.0
2025-01-27 11:30:00-05:00,19304.9921875,19370.572265625,19271.607421875,19323.767578125,894369000,0.0,0.0
2025-01-27 12:30:00-05:00,19323.306640625,19353.23828125,19243.578125,19246.064453125,686907000,0.0,0.0
2025-01-27 13:30:00-05:00,19245.98828125,19350.9140625,19245.98828125,19345.240234375,631444000,0.0,0.0
2025-01-27 14:30:00-05:00,19345.203125,19345.203125,19205.17578125,19265.240234375,693464000,0.0,0.0
2025-01-27 15:30:00-05:00,19273.56640625,19349.849609375,19264.27734375,19349.849609375,543005000,0.0,0.0
2025-01-28 09:30:00-05:00,19427.001953125,19594.748046875,19295.396484375,19583.59765625,0,0.0,0.0
